Tactic  ID,Tactic Description,Technique ID,Technique Description,Tactics used in the Attack,Attack Desc Using Tactics,Techniques used in the attack,Attack Desc Using Technique
AML.TA0004,"The adversary is trying to gain access to the system containing machine learning artifacts.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
",AML.T0012,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant and adversary increased privileges such as write access to ML artifacts used during development or production.
",AML.TA0004,"Clearview AI's source code repository, though password protected, was misconfigured to allow an arbitrary user to register an account.
This allowed an external researcher to gain access to a private code repository that contained Clearview AI production credentials, keys to cloud storage buckets containing 70K video samples, and copies of its applications and Slack tokens.
With access to training data, a bad-actor has the ability to cause an arbitrary misclassification in the deployed model.
These kinds of attacks illustrate that any attempt to secure ML system should be on top of ""traditional"" good cybersecurity hygiene such as locking down the system with least privileges, multi-factor authentication and monitoring and auditing.
",AML.T0012,"Clearview AI's source code repository, though password protected, was misconfigured to allow an arbitrary user to register an account.
This allowed an external researcher to gain access to a private code repository that contained Clearview AI production credentials, keys to cloud storage buckets containing 70K video samples, and copies of its applications and Slack tokens.
With access to training data, a bad-actor has the ability to cause an arbitrary misclassification in the deployed model.
These kinds of attacks illustrate that any attempt to secure ML system should be on top of ""traditional"" good cybersecurity hygiene such as locking down the system with least privileges, multi-factor authentication and monitoring and auditing.
"
AML.TA0004,"The adversary is trying to gain access to the system containing machine learning artifacts.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
",AML.T0012,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant and adversary increased privileges such as write access to ML artifacts used during development or production.
",AML.TA0004,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
",AML.T0010.002,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
"
AML.TA0004,"The adversary is trying to gain access to the system containing machine learning artifacts.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
",AML.T0012,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant and adversary increased privileges such as write access to ML artifacts used during development or production.
",AML.TA0004,"The Azure Red Team and Azure Trustworthy ML team performed a red team exercise on an internal Azure service with the intention of disrupting its service. This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API -- all interleaved with adversarial ML specific steps such as offline and online evasion examples.",AML.T0012,"The Azure Red Team and Azure Trustworthy ML team performed a red team exercise on an internal Azure service with the intention of disrupting its service. This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API -- all interleaved with adversarial ML specific steps such as offline and online evasion examples."
AML.TA0004,"The adversary is trying to gain access to the system containing machine learning artifacts.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
",AML.T0012,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant and adversary increased privileges such as write access to ML artifacts used during development or production.
",AML.TA0004,"MITRE's AI Red Team demonstrated a physical-domain evasion attack on a commercial face identification service with the intention of inducing a targeted misclassification.
This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API - all interleaved with adversarial ML specific attacks.
",AML.T0012,"MITRE's AI Red Team demonstrated a physical-domain evasion attack on a commercial face identification service with the intention of inducing a targeted misclassification.
This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API - all interleaved with adversarial ML specific attacks.
"
AML.TA0004,"The adversary is trying to gain access to the system containing machine learning artifacts.

The target system could be a network, mobile device, or an edge device such as a sensor platform.
The machine learning capabilities used by the system could be local with onboard or cloud enabled ML capabilities.

Initial Access consists of techniques that use various entry vectors to gain their initial foothold within the system.
",AML.T0012,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access.
Credentials may take the form of usernames and passwords of individual user accounts or API keys that provide access to various ML resources and services.

Compromised credentials may provide access to additional ML artifacts and allow the adversary to perform [Discover ML Artifacts](/techniques/AML.T0007).
Compromised credentials may also grant and adversary increased privileges such as write access to ML artifacts used during development or production.
",AML.TA0004,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
",AML.T0010.003,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
"
AML.TA0007,"The adversary is trying to avoid being detected by security software.

Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.
Techniques used for defense evasion include evading ML-enabled security software such as malware detectors.
",AML.T0015,"Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
",AML.TA0007,"Palo Alto Networks Security AI research team tested a deep learning model for malware command and control (C&C) traffic detection in HTTP traffic.
Based on the publicly available paper by Le et al.  [1], we built a model that was trained on a similar dataset as our production model and had performance similar to it.
Then we crafted adversarial samples and queried the model and adjusted the adversarial sample accordingly till the model was evaded.
",AML.T0015,"Palo Alto Networks Security AI research team tested a deep learning model for malware command and control (C&C) traffic detection in HTTP traffic.
Based on the publicly available paper by Le et al.  [1], we built a model that was trained on a similar dataset as our production model and had performance similar to it.
Then we crafted adversarial samples and queried the model and adjusted the adversarial sample accordingly till the model was evaded.
"
AML.TA0007,"The adversary is trying to avoid being detected by security software.

Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.
Techniques used for defense evasion include evading ML-enabled security software such as malware detectors.
",AML.T0015,"Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
",AML.TA0007,"The Palo Alto Networks Security AI research team was able to bypass a Convolutional Neural Network (CNN)-based botnet Domain Generation Algorithm (DGA) detection [1] by domain name mutations.
It is a generic domain mutation technique which can evade most ML-based DGA detection modules.
The generic mutation technique can also be used to test the effectiveness and robustness of all DGA detection methods developed by security companies in the industry before it is deployed to the production environment.
",AML.T0015,"The Palo Alto Networks Security AI research team was able to bypass a Convolutional Neural Network (CNN)-based botnet Domain Generation Algorithm (DGA) detection [1] by domain name mutations.
It is a generic domain mutation technique which can evade most ML-based DGA detection modules.
The generic mutation technique can also be used to test the effectiveness and robustness of all DGA detection methods developed by security companies in the industry before it is deployed to the production environment.
"
AML.TA0007,"The adversary is trying to avoid being detected by security software.

Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.
Techniques used for defense evasion include evading ML-enabled security software such as malware detectors.
",AML.T0015,"Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
",AML.TA0007,"Researchers at Skylight were able to create a universal bypass string that
when appended to a malicious file evades detection by Cylance's AI Malware detector.
",AML.T0015,"Researchers at Skylight were able to create a universal bypass string that
when appended to a malicious file evades detection by Cylance's AI Malware detector.
"
AML.TA0007,"The adversary is trying to avoid being detected by security software.

Defense Evasion consists of techniques that adversaries use to avoid detection throughout their compromise.
Techniques used for defense evasion include evading ML-enabled security software such as malware detectors.
",AML.T0015,"Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
",AML.TA0007,"Cloud storage and computations have become popular platforms for deploying ML malware detectors.
In such cases, the features for models are built on users' systems and then sent to cybersecurity company servers.
The Kaspersky ML research team explored this gray-box scenario and shown that feature knowledge is enough for an adversarial attack on ML models.

They attacked one of Kaspersky's antimalware ML models without white-box access to it and successfully evaded detection for most of the adversarially modified malware files.
",AML.T0015,"Cloud storage and computations have become popular platforms for deploying ML malware detectors.
In such cases, the features for models are built on users' systems and then sent to cybersecurity company servers.
The Kaspersky ML research team explored this gray-box scenario and shown that feature knowledge is enough for an adversarial attack on ML models.

They attacked one of Kaspersky's antimalware ML models without white-box access to it and successfully evaded detection for most of the adversarially modified malware files.
"
AML.TA0006,"The adversary is trying to maintain their foothold.

Persistence consists of techniques that adversaries use to keep access to systems across restarts, changed credentials, and other interruptions that could cut off their access.
Techniques used for persistence often involve leaving behind modified ML artifacts such as poisoned training data or backdoored ML models.
",AML.T0018,"Adversaries may introduce a backdoor into a ML model.
A backdoored model operates performs as expected under typical conditions, but will produce the adversary's desired output when a trigger is introduced to the input data.
A backdoored model provides the adversary with a persistent artifact on the victim system.
The embedded vulnerability is typically activated at a later time by data samples with an [Insert Backdoor Trigger](/techniques/AML.T0043.004)
",AML.TA0006,"An increase in reports of a certain ransomware family that was out of the ordinary was noticed.
In investigating the case, it was observed that many samples of that particular ransomware family were submitted through a popular Virus-Sharing platform within a short amount of time.
Further investigation revealed that based on string similarity, the samples were all equivalent, and based on code similarity they were between 98 and 74 percent similar.
Interestingly enough, the compile time was the same for all the samples.
After more digging, the discovery was made that someone used 'metame' a metamorphic code manipulating tool to manipulate the original file towards mutant variants.
The variants wouldn't always be executable but still classified as the same ransomware family.
",AML.T0020,"An increase in reports of a certain ransomware family that was out of the ordinary was noticed.
In investigating the case, it was observed that many samples of that particular ransomware family were submitted through a popular Virus-Sharing platform within a short amount of time.
Further investigation revealed that based on string similarity, the samples were all equivalent, and based on code similarity they were between 98 and 74 percent similar.
Interestingly enough, the compile time was the same for all the samples.
After more digging, the discovery was made that someone used 'metame' a metamorphic code manipulating tool to manipulate the original file towards mutant variants.
The variants wouldn't always be executable but still classified as the same ransomware family.
"
AML.TA0006,"The adversary is trying to maintain their foothold.

Persistence consists of techniques that adversaries use to keep access to systems across restarts, changed credentials, and other interruptions that could cut off their access.
Techniques used for persistence often involve leaving behind modified ML artifacts such as poisoned training data or backdoored ML models.
",AML.T0018,"Adversaries may introduce a backdoor into a ML model.
A backdoored model operates performs as expected under typical conditions, but will produce the adversary's desired output when a trigger is introduced to the input data.
A backdoored model provides the adversary with a persistent artifact on the victim system.
The embedded vulnerability is typically activated at a later time by data samples with an [Insert Backdoor Trigger](/techniques/AML.T0043.004)
",AML.TA0006,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
",AML.T0020,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
"
AML.TA0006,"The adversary is trying to maintain their foothold.

Persistence consists of techniques that adversaries use to keep access to systems across restarts, changed credentials, and other interruptions that could cut off their access.
Techniques used for persistence often involve leaving behind modified ML artifacts such as poisoned training data or backdoored ML models.
",AML.T0018,"Adversaries may introduce a backdoor into a ML model.
A backdoored model operates performs as expected under typical conditions, but will produce the adversary's desired output when a trigger is introduced to the input data.
A backdoored model provides the adversary with a persistent artifact on the victim system.
The embedded vulnerability is typically activated at a later time by data samples with an [Insert Backdoor Trigger](/techniques/AML.T0043.004)
",AML.TA0006,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
",AML.T0018.000,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"This type of attack can break through the traditional live detection model
and cause the misuse of face recognition.
",AML.T0015,"This type of attack can break through the traditional live detection model
and cause the misuse of face recognition.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
",AML.T0045,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
",AML.T0015,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
",AML.T0031,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"The Azure Red Team and Azure Trustworthy ML team performed a red team exercise on an internal Azure service with the intention of disrupting its service. This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API -- all interleaved with adversarial ML specific steps such as offline and online evasion examples.",AML.T0015,"The Azure Red Team and Azure Trustworthy ML team performed a red team exercise on an internal Azure service with the intention of disrupting its service. This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API -- all interleaved with adversarial ML specific steps such as offline and online evasion examples."
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"The Azure Red Team performed a red team exercise on a new Microsoft product designed for running AI workloads at the Edge.
",AML.T0015,"The Azure Red Team performed a red team exercise on a new Microsoft product designed for running AI workloads at the Edge.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"MITRE's AI Red Team demonstrated a physical-domain evasion attack on a commercial face identification service with the intention of inducing a targeted misclassification.
This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API - all interleaved with adversarial ML specific attacks.
",AML.T0015,"MITRE's AI Red Team demonstrated a physical-domain evasion attack on a commercial face identification service with the intention of inducing a targeted misclassification.
This operation had a combination of traditional ATT&CK enterprise techniques such as finding Valid account, and Executing code via an API - all interleaved with adversarial ML specific attacks.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0029,"Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
",AML.TA0011,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
",AML.T0015,"Deep learning models are increasingly used in mobile applications as critical components.
Researchers from Microsoft Research demonstrated that many deep learning models deployed in mobile apps are vulnerable to backdoor attacks via ""neural payload injection.""
They conducted an empirical study on real-world mobile deep learning apps collected from Google Play, and found 54 apps that were vulnerable to attack, including popular security and safety critical applications used for as cash recognition, parental control, face authentication, and financial services among others.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0046,"Adversaries may spam the machine learning system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.
",AML.TA0011,"This type of attack can break through the traditional live detection model
and cause the misuse of face recognition.
",AML.T0015,"This type of attack can break through the traditional live detection model
and cause the misuse of face recognition.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0046,"Adversaries may spam the machine learning system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.
",AML.TA0011,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
",AML.T0045,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0046,"Adversaries may spam the machine learning system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.
",AML.TA0011,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
",AML.T0015,"Machine translation services (such as Google Translate, Bing Translator, and Systran Translate) provide public-facing UIs and APIs.
A research group at UC Berkeley utilized these public endpoints to create an replicated model with near-production, state-of-the-art translation quality.
Beyond demonstrating that IP can be stolen from a black-box system, they used the replicated model to successfully transfer adversarial examples to the real production services.
These adversarial inputs successfully cause targeted word flips, vulgar outputs, and dropped sentences on Google Translate and Systran Translate websites.
"
AML.TA0011,"The adversary is trying to manipulate, interrupt, erode confidence in, or destroy your systems and data.

Impact consists of techniques that adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.
Techniques used for impact can include destroying or tampering with data.
In some cases, business processes can look fine, but may have been altered to benefit the adversaries' goals.
These techniques might be used by adversaries to follow through on their end goal or to provide cover for a confidentiality breach.
",AML.T0046,"Adversaries may spam the machine learning system with chaff data that causes increase in the number of detections.
This can cause analysts at the victim organization to waste time reviewing and correcting incorrect inferences.
",AML.TA0011,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
",AML.T0031,"Microsoft created Tay, a twitter chatbot for 18 to 24 year-olds in the U.S. for entertainment purposes.
Within 24 hours of its deployment, Tay had to be decommissioned because it tweeted reprehensible words.
"
